24	0.471786	0.335541
41	0.805078	0.333292
57	1.137145	0.332067
74	1.472008	0.334863
91	1.805666	0.333659
107	2.139175	0.333509
124	2.472122	0.332946
141	2.806197	0.334076
158	3.141992	0.335795
174	3.476502	0.334510
191	3.814241	0.337739
208	4.153541	0.339300
225	4.495585	0.342044
242	4.834231	0.338646
259	5.170609	0.336378
276	5.503841	0.333232
293	5.840048	0.336207
310	6.180668	0.340620
327	6.520868	0.340200
343	6.856163	0.335295
360	7.191654	0.335491
377	7.527521	0.335866
394	7.863810	0.336290
410	8.196476	0.332665
427	8.530954	0.334479
444	8.862577	0.331623
460	9.193539	0.330961
477	9.528257	0.334718
494	9.864432	0.336175
511	10.200745	0.336313
527	10.531628	0.330883
544	10.864411	0.332783
561	11.202998	0.338587
577	11.536463	0.333465
594	11.870168	0.333705
611	12.200949	0.330781
627	12.532408	0.331460
644	12.868873	0.336464
661	13.205198	0.336326
678	13.543747	0.338548
695	13.880231	0.336484
712	14.221030	0.340799
729	14.563857	0.342827
746	14.905727	0.341870
763	15.241778	0.336051
780	15.583838	0.342060
797	15.925369	0.341531
814	16.264700	0.339330
831	16.607383	0.342683
848	16.947846	0.340463
865	17.289343	0.341497
882	17.634530	0.345187
900	17.984853	0.350323
918	18.340678	0.355825
935	18.695233	0.354555
953	19.044251	0.349018
970	19.390898	0.346647
988	19.748956	0.358058
1006	20.112686	0.363730
1024	20.473765	0.361079
1042	20.836706	0.362941
1060	21.196828	0.360122
1079	21.560551	0.363724
1101	22.000480	0.439928
1121	22.406869	0.406389
1138	22.754831	0.347962
1156	23.103990	0.349158
1173	23.454527	0.350537
1191	23.805455	0.350929
1208	24.146454	0.340999
1225	24.486078	0.339623
1242	24.820537	0.334459
1258	25.155625	0.335088
1275	25.492103	0.336477
1292	25.828062	0.335959
1309	26.164110	0.336048
1325	26.498918	0.334808
1342	26.833409	0.334491
1359	27.171070	0.337661
1376	27.512165	0.341095
1393	27.852265	0.340100
