29	0.569633	0.359077
50	0.990322	0.420688
70	1.389857	0.399535
91	1.810299	0.420442
112	2.230328	0.420030
133	2.650070	0.419742
154	3.069920	0.419850
175	3.490050	0.420130
196	3.910244	0.420194
216	4.309374	0.399130
237	4.729692	0.420318
258	5.149915	0.420224
279	5.569952	0.420037
301	6.010464	0.440512
321	6.409537	0.399072
342	6.829508	0.419971
364	7.270481	0.440973
385	7.689929	0.419448
407	8.130083	0.440154
428	8.550108	0.420025
449	8.970388	0.420279
470	9.389864	0.419477
491	9.809575	0.419711
513	10.250234	0.440659
534	10.670099	0.419866
556	11.109846	0.439747
578	11.549839	0.439992
600	11.990365	0.440526
622	12.429906	0.439541
645	12.890058	0.460152
668	13.350017	0.459959
690	13.789491	0.439474
713	14.250164	0.460673
736	14.710373	0.460209
760	15.190129	0.479757
783	15.650225	0.460096
807	16.129803	0.479577
831	16.610405	0.480602
855	17.089655	0.479251
881	17.609780	0.520124
905	18.089771	0.479992
932	18.630258	0.540486
956	19.110325	0.480067
979	19.569646	0.459321
1004	20.069753	0.500107
1028	20.549652	0.479899
1053	21.049738	0.500086
1078	21.549576	0.499837
1102	22.029636	0.480060
1127	22.529861	0.500225
1153	23.049982	0.520120
1179	23.569570	0.519588
1205	24.090115	0.520545
1231	24.610169	0.520053
1257	25.129760	0.519591
1285	25.689873	0.560113
1313	26.250012	0.560139
1341	26.810317	0.560305
1369	27.369866	0.559550
1398	27.950031	0.580165
